47:26.5,-1.95,0,-10.4,0,12,-253,12.9,0
47:26.5,-1.95,0,-10.4,0,11,-253,11.29,0
47:26.5,-2.72,0,-3.24,0,10,-255,166.87,0
47:26.5,-2.72,0,-3.24,0,8,-255,164.98,0
47:26.5,-2.72,0,-3.24,0,6,-255,164.85,0
47:26.5,-2.72,0,-3.24,0,5,-255,165.03,0
47:26.5,-2.72,0,-1.99,0,3,-255,16.19,0
47:26.5,-3.48,0,5.47,0,3,-255,16.19,0
47:26.5,-3.48,0,5.47,0,3,-255,16.19,0
47:26.5,-3.48,0,5.47,0,3,-255,16.19,0
47:26.5,-3.48,0,5.47,0,3,-255,16.19,0
47:26.5,-3.48,0,7.08,0,3,-255,16.19,0
47:26.5,-4,0,11.58,0,3,-255,16.19,0
47:26.5,-4,0,11.58,0,3,-255,16.19,0
47:26.5,-4,0,14.7,0,3,-255,16.19,0
47:26.5,-4,0,14.7,0,3,-254,16.19,0
47:26.5,-4,0,14.7,0,4,-253,2.99,0
47:26.5,-3.89,0,16.33,0,4,-253,2.99,0
47:26.5,-3.89,0,16.33,0,4,-253,2.99,0
47:26.5,-3.89,0,17.57,0,4,-253,2.99,0
47:26.6,-3.89,0,17.57,0,4,-253,2.99,0
47:26.6,-3.89,0,17.57,0,4,-253,2.99,0
47:26.6,-3.59,0,18.21,0,4,-252,2.99,0
47:26.6,-3.59,0,18.21,0,4,-252,2.99,0
47:26.6,-3.59,0,18.8,0,4,-252,2.99,0
47:26.6,-3.59,0,18.8,0,4,-252,2.99,0
47:26.6,-3.59,0,18.8,0,4,-252,2.99,0
47:26.6,-3.48,0,19.57,0,5,-251,3,0
47:26.6,-3.42,0,19.57,0,5,-251,3,0
47:26.6,-3.42,0,20.7,0,5,-251,3,0
47:26.6,-3.42,0,20.7,0,5,-251,3,0
47:26.6,-3.42,0,20.7,0,5,-251,3,0
47:26.6,-3.42,0,20.7,0,5,-251,3,0
47:26.6,-3.44,0,22.21,0,5,-251,3,0
47:26.6,-3.44,0,22.21,0,5,-251,3,0
47:26.6,-3.44,0,24.12,0,5,-251,3,0
47:26.6,-3.44,0,24.12,0,5,-251,3,0
47:26.6,-3.44,0,24.12,0,5,-251,3,0
47:26.6,-3.52,0,26.39,0,6,-250,2.88,0
47:26.6,-3.64,0,26.39,0,6,-250,2.88,0
47:26.6,-3.64,0,29.04,0,6,-250,2.88,0
47:26.6,-3.64,0,29.04,0,6,-250,2.88,0
47:26.6,-3.64,0,29.04,0,6,-250,2.88,0
47:26.6,-3.64,0,30.75,0,6,-250,2.88,0
47:26.6,-3.88,0,33.59,0,6,-250,2.88,0
47:26.6,-3.88,0,33.59,0,6,-250,2.88,0
47:26.7,-3.88,0,36.17,0,6,-250,2.88,0
