,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
24:41.6,35.23,-1.2,-255,-1.2,1287.39,-82,165.96,0
24:41.6,36.15,-1.2,-255,-1.2,1279.1,-87,169.36,0
24:41.6,36.15,-1.2,-255,-1.2,1277.44,-88,169.76,0
24:41.6,37.19,-1.2,-255,-1.2,1247.57,-107,168.07,0
24:41.6,37.19,-1.2,-255,-1.2,1244.26,-108,167.96,0
24:41.6,37.19,-1.2,-255,-1.2,1240.94,-110,166.81,0
24:41.6,38.38,-1.2,-255,-1.2,1234.3,-114,164.45,0
24:41.6,39.68,-1.2,-255,-1.2,1204.44,-132,167.3,0
24:41.6,39.68,-1.2,-255,-1.2,1201.12,-134,163.89,0
24:41.6,39.68,-1.2,-255,-1.2,1197.8,-136,165.54,0
24:41.6,41.1,-1.2,-255,-1.2,1191.17,-140,167.07,0
24:41.6,42.65,-1.2,-255,-1.2,1161.3,-158,164.73,0
24:41.6,42.65,-1.2,-255,-1.2,1157.98,-160,165.73,0
24:41.6,42.65,-1.2,-255,-1.2,1156.33,-162,165.98,0
24:41.6,42.65,-1.2,-255,-1.2,1128.12,-178,163.92,0
24:41.7,46.1,-1.2,-255,-1.2,1118.17,-184,170.36,0
24:41.7,46.1,-1.2,-255,-1.2,1114.85,-186,168.8,0
24:41.7,46.1,-1.2,-255,-1.2,1111.53,-188,169.56,0
24:41.7,46.1,-1.2,-255,-1.2,1084.99,-204,167.83,0
24:41.7,50.23,-1.2,-255,-1.2,1073.37,-211,164.59,0
24:41.7,50.23,-1.2,-255,-1.2,1070.05,-213,165.28,0
24:41.7,50.23,-1.2,-255,-1.2,1068.4,-214,166.73,0
24:41.7,50.23,-1.2,-255,-1.2,1041.85,-230,162.98,0
24:41.7,52.44,-1.2,-255,-1.2,1036.87,-233,159.97,0
24:41.7,54.71,-1.2,-255,-1.2,1030.24,-237,158.38,0
24:41.7,54.71,-1.2,-255,-1.2,1028.58,-239,156.87,0
24:41.7,54.71,-1.2,-255,-1.2,1003.69,-253,152.64,0
24:41.7,57.06,-1.2,-255,-1.2,998.72,-256,149.33,0
24:41.7,59.47,-1.2,-255,-1.2,992.08,-260,147.71,0
24:41.7,59.47,-1.2,-255,-1.2,990.42,-261,145.86,0
24:41.7,59.47,-1.2,-255,-1.2,967.2,-275,191.75,0
24:41.7,62.09,-1.2,-255,-1.2,962.22,-278,135.12,0
24:41.7,62.09,-1.2,-255,-1.2,958.9,-280,134.96,0
24:41.7,62.09,-1.2,-255,-1.2,957.24,-281,135.75,0
24:41.7,67.79,-1.2,-255,-1.2,930.7,-297,132.33,0
24:41.7,67.79,-1.2,-255,-1.2,927.38,-299,132.57,0
