22:44.3,1.8,0,-5.18,0,184.15,111,3.39,0
22:44.3,1.8,0,-5.18,0,184.15,111,3.39,0
22:44.3,1.81,0,-6.15,0,184.15,111,3.39,0
22:44.3,1.81,0,-6.15,0,184.15,111,3.39,0
22:44.3,1.83,0,-7.16,0,184.15,111,3.39,0
22:44.3,1.83,0,-7.16,0,184.15,111,3.39,0
22:44.3,1.83,0,-7.16,0,184.15,111,3.39,0
22:44.3,1.87,0,-8.35,0,184.15,111,3.39,0
22:44.3,1.87,0,-8.35,0,184.15,111,3.39,0
22:44.3,1.94,0,-9.74,0,184.15,111,3.39,0
22:44.3,1.94,0,-9.74,0,184.15,111,3.39,0
22:44.3,1.94,0,-9.74,0,184.15,111,3.39,0
22:44.3,2.01,0,-11.26,0,184.15,111,3.39,0
22:44.3,2.01,0,-11.26,0,184.15,111,3.39,0
22:44.3,2.1,0,-12.96,0,184.15,111,3.39,0
22:44.4,2.1,0,-12.96,0,184.15,111,3.39,0
22:44.4,2.1,0,-12.96,0,184.15,111,3.39,0
22:44.4,2.22,0,-14.86,0,184.15,111,3.39,0
22:44.4,2.22,0,-14.86,0,184.15,111,3.39,0
22:44.4,2.35,0,-16.97,0,184.15,111,3.39,0
22:44.4,2.35,0,-16.97,0,184.15,111,3.39,0
22:44.4,2.35,0,-16.97,0,184.15,111,3.39,0
22:44.4,2.49,0,-18.07,0,184.15,111,3.39,0
22:44.4,2.49,0,-18.07,0,184.15,111,3.39,0
22:44.4,2.66,0,-21.74,0,184.15,111,3.39,0
22:44.4,2.66,0,-21.74,0,184.15,111,3.39,0
22:44.4,2.66,0,-21.74,0,184.15,111,3.39,0
22:44.4,2.86,0,-22.98,0,184.15,111,3.39,0
22:44.4,2.86,0,-22.98,0,184.15,111,3.39,0
22:44.4,3.07,0,-27.51,0,184.15,111,3.39,0
22:44.4,3.07,0,-27.51,0,184.15,111,3.39,0
22:44.4,3.07,0,-27.51,0,184.15,111,3.39,0
22:44.4,3.3,0,-28.94,0,184.15,111,3.39,0
22:44.4,3.3,0,-28.94,0,184.15,111,0.58,0
22:44.4,3.56,0,-34.37,0,182.49,110,0.58,0
22:44.4,3.56,0,-34.37,0,182.49,110,0.58,0
22:44.4,3.56,0,-34.37,0,182.49,110,0.58,0
22:44.4,3.84,0,-36.03,0,182.49,110,0.58,0
22:44.4,3.84,0,-36.03,0,182.49,110,0.58,0
22:44.5,4.15,0,-42.5,0,182.49,110,0.58,0
22:44.5,4.15,0,-42.5,0,182.49,110,0.58,0
22:44.5,4.15,0,-42.5,0,182.49,110,0.58,0
22:44.5,4.54,0,-44.44,0,180.83,109,3.35,0
22:44.5,4.54,0,-44.44,0,180.83,109,3.35,0
22:44.5,4.79,0,-51.62,0,177.51,107,84.63,0
22:44.5,4.79,0,-51.62,0,177.51,107,84.63,0
22:44.5,4.79,0,-51.62,0,175.85,106,16.76,0
22:44.5,4.97,0,-53.86,0,175.85,106,16.76,0
22:44.5,4.97,0,-53.86,0,175.85,105,13.31,0
22:44.5,5.32,0,-60.42,0,172.54,104,17.97,0
22:44.5,5.32,0,-60.42,0,172.54,104,17.97,0
22:44.5,5.32,0,-60.42,0,172.54,104,17.97,0
22:44.5,5.3,0,-62.91,0,170.88,103,21.35,0
22:44.5,5.3,-0.05,-62.91,-0.05,170.88,-2,27.17,0
22:44.5,5.18,-0.05,-64.67,-0.05,165.9,-3,28.49,0
22:44.5,5.18,-0.05,-64.67,-0.05,165.9,-3,28.49,0
22:44.5,5.18,-0.05,-64.67,-0.05,164.24,-4,27.93,0
22:44.5,5.13,-0.05,-67.15,-0.05,164.24,-4,27.93,0
22:44.5,5.13,-0.05,-67.15,-0.05,162.58,-7,30.73,0
22:44.5,5.08,-0.05,-68.82,-0.05,157.6,-8,32.15,0
22:44.5,5.08,-0.05,-68.82,-0.05,157.6,-8,32.15,0
22:44.5,5.08,-0.05,-68.82,-0.05,155.95,-9,33.82,0
22:44.5,4.85,-0.05,-69.38,-0.05,154.29,-10,34.58,0
22:44.5,4.85,-0.05,-69.38,-0.05,149.31,-13,35.34,0
22:44.6,4.63,-0.05,-69.93,-0.05,147.65,-14,35.85,0
22:44.6,4.63,-0.05,-69.93,-0.05,147.65,-14,35.85,0
22:44.6,4.63,-0.05,-69.93,-0.05,145.99,-15,36.28,0
22:44.6,4.37,-0.05,-69.99,-0.05,142.67,-17,51.34,0
22:44.6,4.37,-0.05,-69.99,-0.05,137.7,-20,38.78,0
22:44.6,4,-0.05,-69.1,-0.05,136.04,-21,39.9,0
22:44.6,4,-0.05,-69.1,-0.05,134.38,-22,40.46,0
22:44.6,4,-0.05,-69.1,-0.05,134.38,-22,40.46,0
22:44.6,3.59,-0.05,-67.7,-0.05,132.72,-23,40.79,0
22:44.6,3.21,-0.05,-66.35,-0.05,124.42,-28,40.72,0
22:44.6,3.21,-0.05,-66.35,-0.05,124.42,-28,40.72,0
22:44.6,3.21,-0.05,-66.35,-0.05,124.42,-28,40.72,0
22:44.6,3.21,-0.05,-67.9,-0.05,122.77,-29,41.1,0
